fea_ind,fea_name,group,CHR,MAPINFO,gene_set,Lasso,ENet,SGLasso,SGLasso_rank,Pclogit,CDReg,CDReg_rank,diff_loc
6813,cg05285473,758.0,3,11229520.0,HRH1,0.0,0.0,0.0,3382,0.0,0.0,8014,11879
6814,cg27230009,758.0,3,11241399.0,HRH1,0.0,0.0,0.0,3382,0.0,0.0,8014,26126
6815,cg17571559,758.0,3,11267525.0,HRH1,0.0,0.0,0.0,3382,0.0,0.0,8014,6
6816,cg09492975,758.0,3,11267531.0,HRH1,0.0,0.0,0.0,3382,0.0,0.0,8014,53
6817,cg10031849,758.0,3,11267584.0,HRH1,0.0,0.0,0.0,3382,0.0,0.0,8014,43
6818,cg09666573,758.0,3,11267627.0,HRH1,0.0,0.0,0.0,3382,0.0,0.0,8014,12357
6819,cg22977420,758.0,3,11279984.0,HRH1,0.0,0.0,0.0,3382,0.0,0.0,8014,7094
6820,cg01331196,758.0,3,11287078.0,HRH1,0.0,0.0,0.0,3382,0.0,0.0,8014,25786
6821,cg01796438,759.0,3,11312864.0,ATG7,0.0,0.0,0.0,3382,0.0,0.0,8014,2994
6822,cg26307396,759.0,3,11315858.0,ATG7,0.0,0.0,0.0,3382,0.0,0.0,8014,1903
6823,cg14884426,759.0,3,11317761.0,ATG7,0.0,0.0,0.0,3382,0.0,0.0,8014,1020
6824,cg06146452,759.0,3,11318781.0,ATG7,0.0,0.0,0.0,3382,0.0,0.0,8014,4779
6825,cg11277834,759.0,3,11323560.0,ATG7,0.0,0.0,0.0,3382,0.0,0.0,8014,19101
6826,cg04895445,759.0,3,11342661.0,ATG7,0.0,0.0,0.0,3382,0.0,0.0,8014,49285
6827,cg19577195,759.0,3,11391946.0,ATG7,0.0,0.0,0.0,3382,0.0,0.0,8014,145766
6828,cg01593596,759.0,3,11537712.0,ATG7,0.0,0.0,0.0,3382,0.0,0.0,8014,37789
6829,cg17025841,759.0,3,11575501.0,ATG7,0.0,0.0,0.0,3382,0.0,0.0,8014,17199
6830,cg12120750,759.0,3,11592700.0,ATG7,0.0,0.0,0.0,3382,0.0,0.0,8014,11356
6831,cg21415385,760.0,3,11604056.0,VGLL4,0.0,0.0,0.0,3382,0.0,0.0,8014,3062
6833,cg26283222,760.0,3,11613257.0,VGLL4,0.0,0.0,0.0,3382,0.0,0.0,8014,4329
6836,cg08525922,760.0,3,11643368.0,VGLL4,0.0,0.0,0.0,3382,0.0,0.0,8014,17707
6847,cg10245988,761.0,3,12046420.0,SYN2,0.0,0.0,0.0,3382,0.0,0.0,8014,20387
6848,cg14994183,761.0,3,12066807.0,SYN2,0.0,0.0,0.0,3382,0.004242851254252298,0.0,8014,21403
6849,cg25955289,761.0,3,12088210.0,SYN2,0.0,0.0,0.0,3382,0.0,0.0,8014,123600
6850,cg24415012,761.0,3,12211810.0,SYN2,0.0,0.0,0.0,3382,0.0,0.0,8014,7694
6851,cg12560431,761.0,3,12219504.0,SYN2,0.0,0.0,0.0,3382,0.0,0.0,8014,178
6852,cg23002586,761.0,3,12219682.0,SYN2,0.0,0.0,0.0,3382,0.0,0.0,8014,108402
6853,cg01412654,762.0,3,12328084.0,PPARG,0.0,0.0,0.0,3382,0.0,0.0,8014,645
6854,cg19182242,762.0,3,12328729.0,PPARG,0.0,0.0,0.0,3382,0.0,0.0,8014,1796
6855,cg18303782,762.0,3,12330525.0,PPARG,0.0,0.0,0.0,3382,0.0,0.0,8014,61499
6856,cg26197008,762.0,3,12392024.0,PPARG,0.0,0.0,0.0,3382,0.0,0.0,8014,768
6857,cg08288126,762.0,3,12392792.0,PPARG,0.0,0.0,0.0,3382,0.0,0.0,8014,3
6858,cg10237171,762.0,3,12392795.0,PPARG,0.0,0.0,0.0,3382,0.0,0.0,8014,2759
6859,cg05671501,762.0,3,12395554.0,PPARG,0.0,0.0,0.0,3382,0.0,0.0,8014,360
6860,cg17369845,762.0,3,12395914.0,PPARG,0.0,0.0,0.0,3382,0.0,0.0,8014,16535
6861,cg14113891,762.0,3,12412449.0,PPARG,0.04699791088160274,0.04333173473923484,0.0,3382,0.0,0.0,8014,23282
6862,cg18537222,762.0,3,12435731.0,PPARG,0.0,0.0,0.0,3382,0.0,0.0,8014,553089
6863,cg11931360,763.0,3,12988820.0,IQSEC1,0.0,0.0,0.0,3382,0.0,0.0,8014,17094
6864,cg13071069,763.0,3,13005914.0,IQSEC1,0.0,0.0,0.0,3382,0.0,0.0,8014,18161
6865,cg16375118,763.0,3,13024075.0,IQSEC1,0.0,0.0,0.0,3382,0.0,0.0,8014,9346
6866,cg07125733,763.0,3,13033421.0,IQSEC1,0.0,0.0,0.0,3382,0.0,0.0,8014,1648
6867,cg08979183,763.0,3,13035069.0,IQSEC1,0.0,0.0,0.0,3382,0.0,0.0,8014,5920
6868,cg26282508,763.0,3,13040989.0,IQSEC1,0.0,0.0,0.0,3382,0.0,0.0,8014,21596
6869,cg03377878,763.0,3,13062585.0,IQSEC1,0.0,0.0,0.0,3382,0.0,0.0,8014,580
6870,cg26692003,763.0,3,13063165.0,IQSEC1,0.0,0.0,0.0,3382,0.0,0.0,8014,753
6871,cg08102294,763.0,3,13063918.0,IQSEC1,0.0,0.0,0.0,3382,0.0,0.0,8014,83
6872,cg08162476,763.0,3,13064001.0,IQSEC1,0.0,0.0,0.0,3382,0.0,0.0,8014,18750
6875,cg06367707,763.0,3,13087700.0,IQSEC1,0.0,0.0,0.0,3382,0.0,0.0,8014,9330
6877,cg04623471,763.0,3,13107664.0,IQSEC1,0.0,0.0,0.0,3382,0.0,0.0,8014,4207
6878,cg15739570,763.0,3,13111871.0,IQSEC1,0.0,0.0,0.0,3382,0.0,0.0,8014,2088
6879,cg01368900,763.0,3,13113959.0,IQSEC1,0.0,0.0,0.0,3382,0.0,0.0,8014,1447
6880,cg03611029,763.0,3,13115406.0,IQSEC1,0.0,0.0,0.0,3382,0.0,0.0,8014,437
6882,cg03274337,764.0,3,13395995.0,NUP210,0.0,0.0,0.0,3382,0.0,0.0,8014,39809
6883,cg14932400,764.0,3,13435804.0,NUP210,0.0,0.0,0.0,3382,0.0,0.0,8014,21463
6884,cg04992150,764.0,3,13457267.0,NUP210,0.0,0.0,0.0,3382,0.0,0.0,8014,2014
6885,cg01637169,764.0,3,13459281.0,NUP210,0.0,0.0,0.0,3382,0.0,0.0,8014,3622
6886,cg06143615,764.0,3,13462903.0,NUP210,0.0,0.0,0.0,3382,0.0,0.0,8014,127512
6887,cg19392656,765.0,3,13590415.0,FBLN2,0.0,0.0,0.0,3382,0.0,0.0,8014,4
6888,cg16604516,765.0,3,13590419.0,FBLN2,0.0,0.0,0.0,3382,0.0,0.0,8014,13
6889,cg17561417,765.0,3,13590432.0,FBLN2,0.0,0.0,0.0,3382,0.0,0.0,8014,7
6890,cg18603228,765.0,3,13590439.0,FBLN2,0.0,0.0,0.0,3382,0.0,0.0,8014,5
6891,cg01896761,765.0,3,13590444.0,FBLN2,0.0,0.0,0.0,3382,0.0,0.0,8014,4
6892,cg04195512,765.0,3,13590448.0,FBLN2,0.0,0.0,0.0,3382,0.0,0.0,8014,2
6893,cg18406197,765.0,3,13590450.0,FBLN2,0.0,0.0,0.0,3382,0.0,0.0,8014,53
6894,cg20605980,765.0,3,13590503.0,FBLN2,0.0,0.0,0.0,3382,0.0,0.0,8014,217
6895,cg12700904,765.0,3,13590720.0,FBLN2,0.0,0.0,0.0,3382,0.0,0.0,8014,3317
6896,cg15338301,765.0,3,13594037.0,FBLN2,0.0,0.0,0.0,3382,0.0,0.0,8014,18282
6897,cg00810908,765.0,3,13612319.0,FBLN2,0.0,0.0,0.0,3382,0.0,0.0,8014,6922
6898,cg23446283,765.0,3,13619241.0,FBLN2,0.0,0.0,0.0,3382,0.0,0.0,8014,44297
6899,cg12307333,765.0,3,13663538.0,FBLN2,0.0,0.0,0.0,3382,0.0,0.0,8014,16098
6900,cg17054708,765.0,3,13679636.0,FBLN2,0.0,0.0,0.0,3382,0.0,0.0,8014,764405
6901,cg22254681,766.0,3,14444041.0,SLC6A6,0.0,0.0,0.0,3382,0.0,0.0,8014,1087
6902,cg06617455,766.0,3,14445128.0,SLC6A6,0.004496709629149206,0.006844902905967861,0.0,3382,0.0,0.0,8014,293
6903,cg23072823,766.0,3,14445421.0,SLC6A6,0.0,0.0,0.0,3382,0.0,0.0,8014,20990
6904,cg16032408,766.0,3,14466411.0,SLC6A6,0.0,0.0,0.0,3382,0.0,0.0,8014,4588
6905,cg14029723,766.0,3,14470999.0,SLC6A6,0.0,0.0,0.0,3382,0.0,0.0,8014,888
6906,cg10973922,766.0,3,14471887.0,SLC6A6,0.0,0.0,0.0,3382,0.0,0.0,8014,3948
6907,cg03095575,766.0,3,14475835.0,SLC6A6,0.0,0.0,0.0,3382,0.0,0.0,8014,1042
6908,cg18664540,766.0,3,14476877.0,SLC6A6,0.0,0.0,0.0,3382,0.0,0.0,8014,6275
6909,cg01341543,766.0,3,14483152.0,SLC6A6,0.0,0.0,0.0,3382,0.0,0.0,8014,15002
6911,cg03371447,766.0,3,14503109.0,SLC6A6,0.0,0.0,0.0,3382,0.0,0.0,8014,11548
6919,cg13286620,768.0,3,14715425.0,C3orf20,0.0,0.0,0.0,3382,0.0,0.0,8014,3901
6920,cg22596860,768.0,3,14719326.0,C3orf20,0.0,0.0,0.0,3382,0.0,0.0,8014,9778
6921,cg25202593,768.0,3,14729104.0,C3orf20,0.0,0.0,0.0,3382,0.0,0.0,8014,16333
6922,cg07187886,768.0,3,14745437.0,C3orf20,0.0,0.0,0.0,3382,0.0,0.0,8014,14831
6923,cg16848730,768.0,3,14760268.0,C3orf20,0.0,0.0,0.0,3382,0.0,0.0,8014,49027
6924,cg12346138,768.0,3,14809295.0,C3orf20,0.0,0.0,0.0,3382,0.0,0.0,8014,8
6925,cg16934073,768.0,3,14809303.0,C3orf20,0.0,0.0,0.0,3382,0.0,0.0,8014,448
6926,cg00708809,768.0,3,14809751.0,C3orf20,0.0,0.0,0.0,3382,0.0,0.0,8014,53409
6927,cg04525466,769.0,3,14863160.0,FGD5,0.0,0.01071755278520344,0.0,3382,0.0,0.0,8014,2411
6928,cg16729467,769.0,3,14865571.0,FGD5,0.0,0.0,0.0,3382,0.0,0.0,8014,19989
6929,cg13602358,769.0,3,14885560.0,FGD5,0.0,0.0,0.0,3382,0.0,0.0,8014,35320
6930,cg15419073,769.0,3,14920880.0,FGD5,0.0,0.0,0.0,3382,0.0,0.0,8014,27740
6931,cg07186602,769.0,3,14948620.0,FGD5,0.0,0.0,0.0,3382,0.0,0.0,8014,360589
6932,cg13267631,770.0,3,15309209.0,SH3BP5,0.0,0.0,0.0,3382,0.0,0.0,8014,1812
6933,cg08003402,770.0,3,15311021.0,SH3BP5,0.0,0.0,0.0,3382,0.0,0.0,8014,133
6934,cg03495084,770.0,3,15311154.0,SH3BP5,0.0,0.0,0.0,3382,0.0,0.0,8014,29
6935,cg07078958,770.0,3,15311183.0,SH3BP5,0.0,0.0,0.0,3382,0.0,0.0,8014,86
6936,cg24170085,770.0,3,15311269.0,SH3BP5,0.0,0.0,0.0,3382,0.0,0.0,8014,18015
6937,cg04058080,770.0,3,15329284.0,SH3BP5,0.0,0.0,0.0,3382,0.0,0.0,8014,29
6938,cg19282986,770.0,3,15329313.0,SH3BP5,0.0,0.0,0.0,3382,0.0,0.0,8014,5320
6939,cg24908186,770.0,3,15334633.0,SH3BP5,0.0,0.0,0.0,3382,0.0,0.0,8014,2529
6940,cg25504129,770.0,3,15337162.0,SH3BP5,0.0,0.0,0.0,3382,0.0,0.0,8014,8464
6941,cg09251074,770.0,3,15345626.0,SH3BP5,0.0,0.0,0.0,3382,0.0,0.0,8014,11113
6942,cg01597905,770.0,3,15356739.0,SH3BP5,0.0,0.0,0.0,3382,0.0,0.0,8014,140
6943,cg18169682,770.0,3,15356879.0,SH3BP5,0.0,0.0,0.0,3382,0.0,0.0,8014,1868
6944,cg26327551,770.0,3,15358747.0,SH3BP5,0.0,0.0,0.0,3382,0.0,0.0,8014,3652
6945,cg05930278,770.0,3,15362399.0,SH3BP5,0.0,0.0,0.0,3382,0.0,0.0,8014,12135
6946,cg15145672,770.0,3,15374534.0,SH3BP5,0.0,0.0,0.0,3382,0.0,0.0,8014,345
6947,cg05498649,770.0,3,15374879.0,SH3BP5,0.0,0.0,0.0,3382,0.0,0.0,8014,158
6948,cg05260576,770.0,3,15375037.0,SH3BP5,0.0,0.0,0.0,3382,0.0,0.0,8014,7752
6949,cg06108549,770.0,3,15382789.0,SH3BP5,0.0,0.0,0.0,3382,0.0,0.0,8014,19
6950,cg26775087,770.0,3,15382808.0,SH3BP5,0.0,0.0,0.0,3382,0.0,0.0,8014,1197
6951,cg21283680,770.0,3,15384005.0,SH3BP5,0.0,0.0,0.0,3382,0.0,0.0,8014,333809
6953,cg09760564,771.0,3,15794801.0,ANKRD28,0.0,0.0,0.0,3382,0.0,0.0,8014,3240
6954,cg25435273,771.0,3,15798041.0,ANKRD28,0.0,0.0,0.0,3382,0.0,0.0,8014,21608
6955,cg23613963,771.0,3,15819649.0,ANKRD28,0.0,0.0,0.0,3382,0.0,0.0,8014,9234
6956,cg25338902,771.0,3,15828883.0,ANKRD28,0.0,0.0,0.0,3382,0.0,0.0,8014,7291
6957,cg01951916,771.0,3,15836174.0,ANKRD28,0.0,0.0,0.0,3382,0.0,0.0,8014,1847
6958,cg16146904,771.0,3,15838021.0,ANKRD28,0.0,0.0,0.0,3382,0.0,0.0,8014,1239
6960,cg14999035,771.0,3,15840275.0,ANKRD28,0.0,0.0,0.0,3382,0.0,0.0,8014,62265
6961,cg09340198,771.0,3,15902540.0,ANKRD28,0.0,0.0,0.0,3382,0.0,0.0,8014,417678
6962,cg17886536,772.0,3,16320218.0,OXNAD1,0.0,0.0,0.0,3382,0.0,0.0,8014,11117
6963,cg22230912,772.0,3,16331335.0,OXNAD1,0.0,0.0,0.0,3382,0.0,0.0,8014,10751
6964,cg03332250,772.0,3,16342086.0,OXNAD1,0.0,0.0,0.0,3382,0.0,0.0,8014,396
6965,cg21591554,772.0,3,16342482.0,OXNAD1,0.0,0.0,0.0,3382,0.0,0.0,8014,715
6966,cg16456087,772.0,3,16343197.0,OXNAD1,0.0,0.0,0.0,3382,0.0,0.0,8014,14188
6972,cg02295831,773.0,3,16416167.0,RFTN1,0.0,0.0,0.0,3382,0.0,0.0,8014,32415
6981,cg00259834,773.0,3,16553499.0,RFTN1,0.0,0.0,0.0,3382,0.0,0.0,8014,377168
6982,cg09619282,774.0,3,16930667.0,PLCL2,0.0,0.0,0.0,3382,0.0,0.0,8014,8628
6983,cg11532810,774.0,3,16939295.0,PLCL2,0.0,0.0,0.0,3382,0.0,0.0,8014,15022
6984,cg03417932,774.0,3,16954317.0,PLCL2,0.0,0.0,0.0,3382,0.0,0.0,8014,19843
6985,cg20271057,774.0,3,16974160.0,PLCL2,0.0,0.0,0.0,3382,0.0,0.0,8014,57
6986,cg19448816,774.0,3,16974217.0,PLCL2,0.0,0.0,0.0,3382,0.0,0.0,8014,464
6987,cg24159436,774.0,3,16974681.0,PLCL2,0.0,0.0,0.0,3382,0.0,0.0,8014,3577
6988,cg17115101,774.0,3,16978258.0,PLCL2,0.0,0.0,0.0,3382,0.0,0.0,8014,69632
6989,cg20569807,774.0,3,17047890.0,PLCL2,0.0,0.0,0.0,3382,0.0,0.0,8014,16779
6990,cg13928868,774.0,3,17064669.0,PLCL2,0.0,0.0,0.0,3382,0.0,0.0,8014,16675
6991,cg00859434,774.0,3,17081344.0,PLCL2,0.0,0.0,0.0,3382,0.0,0.0,8014,5131
6992,cg25215011,774.0,3,17086475.0,PLCL2,0.0,0.0,0.0,3382,0.0,0.0,8014,137267
6993,cg15509764,775.0,3,17223742.0,TBC1D5,0.0,0.0,0.0,3382,0.0,0.0,8014,140218
6994,cg25697242,775.0,3,17363960.0,TBC1D5,0.0,0.0,0.0,3382,0.0,0.0,8014,62719
6995,cg10834070,775.0,3,17426679.0,TBC1D5,0.0,0.0,0.0,3382,0.0,0.0,8014,14340
6996,cg05893042,775.0,3,17441019.0,TBC1D5,0.0,0.0,0.0,3382,0.0,0.0,8014,79359
6997,cg25082074,775.0,3,17520378.0,TBC1D5,0.0,0.0,0.0,3382,0.0,0.0,8014,94312
6998,cg22170368,775.0,3,17614690.0,TBC1D5,0.0,0.0,0.0,3382,0.0,0.0,8014,113582
6999,cg07937514,775.0,3,17728272.0,TBC1D5,0.0,0.0,0.0,3382,0.0,0.0,8014,293928
7000,cg16338403,776.0,3,18022200.0,LOC339862,0.0,0.0,0.0,3382,0.0,0.0,8014,98921
7001,cg16253215,776.0,3,18121121.0,LOC339862,0.0,0.0,0.0,3382,0.0,0.0,8014,34388
7002,cg03610554,776.0,3,18155509.0,LOC339862,0.0,0.0,0.0,3382,0.0,0.0,8014,20979
7003,cg17619735,776.0,3,18176488.0,LOC339862,0.0,0.0,0.0,3382,0.0,0.0,8014,18692
7004,cg07243892,776.0,3,18195180.0,LOC339862,0.0,0.0,0.0,3382,0.0,0.0,8014,216223
7005,cg09489864,777.0,3,18411403.0,SATB1,0.0,0.0,0.0,3382,0.0,0.0,8014,48435
7006,cg00641002,777.0,3,18459838.0,SATB1,0.0,0.0,0.0,3382,0.0,0.0,8014,125
7007,cg17806411,777.0,3,18459963.0,SATB1,0.0,0.0,0.0,3382,0.0,0.0,8014,35
7008,cg12369481,777.0,3,18459998.0,SATB1,0.0,0.0,0.0,3382,0.0,0.0,8014,715
7009,cg26797786,777.0,3,18460713.0,SATB1,0.0,0.0,0.0,3382,0.0,0.0,8014,1731
7010,cg14791398,777.0,3,18462444.0,SATB1,0.0,0.0,0.0,3382,0.0,0.0,8014,14481
7011,cg15564131,777.0,3,18476925.0,SATB1,0.0,0.0,0.0,3382,0.0,0.0,8014,3317
7012,cg26768584,777.0,3,18480242.0,SATB1,0.0,0.0,0.0,3382,0.0,0.0,8014,55
7013,cg01373248,777.0,3,18480297.0,SATB1,0.0,0.0,0.0,3382,0.0,0.0,8014,37
7014,cg20016068,777.0,3,18480334.0,SATB1,0.0,0.0,0.0,3382,0.0,0.0,8014,47
7015,cg00039170,777.0,3,18480381.0,SATB1,0.0,0.0,0.0,3382,0.0,0.0,8014,28
7016,cg16489771,777.0,3,18480409.0,SATB1,0.0,0.0,0.0,3382,0.0,0.0,8014,297
7017,cg22336648,777.0,3,18480706.0,SATB1,0.0,0.0,0.0,3382,0.0,0.0,8014,709003
7018,cg24997944,778.0,3,19189709.0,KCNH8,0.0,0.0,0.0,3382,0.0,0.0,8014,42
7019,cg24668089,778.0,3,19189751.0,KCNH8,0.0,0.0,0.0,3382,0.0,0.0,8014,250
7020,cg19691993,778.0,3,19190001.0,KCNH8,0.0,0.0,0.0,3382,0.0,0.0,8014,157
7021,cg23011597,778.0,3,19190158.0,KCNH8,0.0,0.0,0.0,3382,0.0,0.0,8014,44
7022,cg07657236,778.0,3,19190202.0,KCNH8,0.0,0.0,0.0,3382,0.0,0.0,8014,197739
7023,cg15209638,778.0,3,19387941.0,KCNH8,0.0,0.0,0.0,3382,0.0,0.0,8014,16148
7024,cg05652778,778.0,3,19404089.0,KCNH8,0.0,0.0,0.0,3382,0.0,0.0,8014,2180160
7032,cg16652937,780.0,3,23243625.0,UBE2E2,0.0,0.0,0.0,3382,0.0,0.0,8014,426
7033,cg10397322,780.0,3,23244051.0,UBE2E2,0.0,0.0,0.0,3382,0.0,0.0,8014,11
7034,cg18257541,780.0,3,23244062.0,UBE2E2,0.0,0.0,0.0,3382,0.0,0.0,8014,6
7035,cg10632094,780.0,3,23244068.0,UBE2E2,0.0,0.0,0.0,3382,0.0,0.0,8014,48
7036,cg24311743,780.0,3,23244116.0,UBE2E2,0.0,0.0,0.0,3382,0.0,0.0,8014,14
7037,cg21007371,780.0,3,23244130.0,UBE2E2,0.0,0.0,0.0,3382,0.0,0.0,8014,3876
7038,cg03250223,780.0,3,23248006.0,UBE2E2,0.0,0.0,0.0,3382,0.0,0.0,8014,12923
7039,cg21904701,780.0,3,23260929.0,UBE2E2,0.0,0.0,0.0,3382,0.0,0.0,8014,112327
7040,cg02790932,780.0,3,23373256.0,UBE2E2,0.0,0.0,0.0,3382,0.0,0.0,8014,477998
7047,cg15352611,782.0,3,24502296.0,THRB,0.0,0.0,0.0,3382,0.0,0.0,8014,15310
7048,cg17694808,782.0,3,24517606.0,THRB,0.0,0.0,0.0,3382,0.0,0.0,8014,17759
7049,cg12405742,782.0,3,24535365.0,THRB,0.0,0.0,0.0,3382,0.0,0.0,8014,712
7050,cg09805010,782.0,3,24536077.0,THRB,0.0,0.0,0.0,3382,0.0,0.0,8014,803
7051,cg25829666,782.0,3,24536880.0,THRB,0.0,0.0,0.0,3382,0.0,0.0,8014,9
7052,cg26146027,782.0,3,24536889.0,THRB,0.0,0.0,0.0,3382,0.0,0.0,8014,288
7053,cg21303011,782.0,3,24537177.0,THRB,0.0,0.0,0.0,3382,0.0,0.0,8014,5
7054,cg00323305,782.0,3,24537182.0,THRB,0.0,0.0,0.0,3382,0.0,0.0,8014,95
7055,cg27388911,782.0,3,24537277.0,THRB,0.0,0.0,0.0,3382,0.0,0.0,8014,24
7056,cg16579438,782.0,3,24537301.0,THRB,0.0,0.0,0.0,3382,0.0,0.0,8014,106
7057,cg12258785,782.0,3,24537407.0,THRB,0.0,0.0,0.0,3382,0.0,0.0,8014,62
7058,cg08123277,782.0,3,24537469.0,THRB,0.0,0.0,0.0,3382,0.0,0.0,8014,677853
7063,cg23302436,783.0,3,25475563.0,RARB,0.0,0.0,0.0,3382,0.0,0.0,8014,15126
7064,cg27555041,783.0,3,25490689.0,RARB,0.0,0.0,0.0,3382,0.0,0.0,8014,7981
7066,cg10909857,783.0,3,25534856.0,RARB,0.0,0.0,0.0,3382,0.0,0.0,8014,48418
7071,cg18404374,784.0,3,26663551.0,LRRC3B,0.0,0.0,0.0,3382,0.0,0.0,8014,75
7072,cg10768206,784.0,3,26663626.0,LRRC3B,0.0,0.0,0.0,3382,0.0,0.0,8014,1616
7073,cg18507138,784.0,3,26665242.0,LRRC3B,0.0,0.0,0.0,3382,0.0,0.0,8014,235
7074,cg19115492,784.0,3,26665477.0,LRRC3B,0.0,0.0,0.0,3382,0.0,0.0,8014,546
7075,cg23181201,784.0,3,26666023.0,LRRC3B,0.0,0.0,0.0,3382,0.0,0.0,8014,22105
7076,cg12975201,784.0,3,26688128.0,LRRC3B,0.0,0.0,0.0,3382,0.0,0.0,8014,1072604
7082,cg15540820,785.0,3,27765283.0,EOMES,0.0,0.0,0.0,3382,0.0,0.0,8014,516662
7089,cg12592635,787.0,3,29322474.0,RBMS3,0.0,0.0,0.0,3382,0.0,0.0,8014,26642
7097,cg04916416,788.0,3,30651317.0,TGFBR2,0.0,0.0,0.0,3382,0.0,0.0,8014,3554
7098,cg02702424,788.0,3,30654871.0,TGFBR2,0.0,0.0,0.0,3382,0.0,0.0,8014,194
7099,cg20223784,788.0,3,30655065.0,TGFBR2,0.0,0.0,0.0,3382,0.0,0.0,8014,886
7100,cg06085541,788.0,3,30655951.0,TGFBR2,0.0,0.0,0.0,3382,0.0,0.0,8014,17508
7101,cg19615017,788.0,3,30673459.0,TGFBR2,0.0,0.0,0.0,3382,0.0,0.0,8014,11324
7102,cg05450916,788.0,3,30684783.0,TGFBR2,0.0,0.0,0.0,3382,0.0,0.0,8014,23963
7103,cg07613391,788.0,3,30708746.0,TGFBR2,0.0,0.0,0.0,3382,0.0,0.0,8014,13811
7104,cg15171154,788.0,3,30722557.0,TGFBR2,0.0,0.0,0.0,3382,0.0,0.0,8014,8210
7105,cg13645526,788.0,3,30730767.0,TGFBR2,0.0,0.0,0.0,3382,0.0,0.0,8014,972360
7112,cg18174327,789.0,3,31810502.0,OSBPL10,0.0,0.0,0.0,3382,0.0,0.0,8014,135229
7119,cg00113074,790.0,3,32345052.0,CMTM8,0.0,0.0,0.0,3382,0.0,0.0,8014,10147
7120,cg16907508,790.0,3,32355199.0,CMTM8,0.0,0.0,0.0,3382,0.0,0.0,8014,26409
7121,cg21548231,790.0,3,32381608.0,CMTM8,0.0,0.0,0.0,3382,0.0,0.0,8014,51034
7122,cg10101634,791.0,3,32432642.0,CMTM7,0.0,0.0,0.0,3382,0.0,0.0,8014,1697
7123,cg16277214,791.0,3,32434339.0,CMTM7,0.0,0.0,0.0,3382,0.0,0.0,8014,15273
7124,cg24864772,791.0,3,32449612.0,CMTM7,0.0,0.0,0.0,3382,0.0,0.0,8014,12768
7125,cg15389199,791.0,3,32462380.0,CMTM7,0.0,0.0,0.0,3382,0.0,0.0,8014,1283
7126,cg15571640,791.0,3,32463663.0,CMTM7,0.0,0.0,0.0,3382,0.0,0.0,8014,1009
7127,cg02221604,791.0,3,32464672.0,CMTM7,0.0,0.0,0.0,3382,0.0,0.0,8014,5679
7128,cg06702607,791.0,3,32470351.0,CMTM7,0.0,0.0,0.0,3382,0.0,0.0,8014,98
7129,cg14677380,791.0,3,32470449.0,CMTM7,0.0,0.0,0.0,3382,0.0,0.0,8014,4344
7130,cg27133780,791.0,3,32474793.0,CMTM7,0.0,0.0,0.0,3382,0.0,0.0,8014,3704
7131,cg06039667,791.0,3,32478497.0,CMTM7,0.0,0.0,0.0,3382,0.0,0.0,8014,380044
7132,cg08145617,792.0,3,32858541.0,TRIM71,0.0,0.0,0.0,3382,0.0,0.0,8014,119
7133,cg10677645,792.0,3,32858660.0,TRIM71,0.0,0.0,0.0,3382,0.0,0.0,8014,717
7134,cg21124497,792.0,3,32859377.0,TRIM71,0.0,0.0,0.0,3382,0.0,0.0,8014,30
7135,cg19127283,792.0,3,32859407.0,TRIM71,0.0,0.0,0.0,3382,0.0,0.0,8014,10
7136,cg21484228,792.0,3,32859417.0,TRIM71,0.0,0.0,0.0,3382,0.0,0.0,8014,1136
7137,cg24953321,792.0,3,32860553.0,TRIM71,0.0,0.0,0.0,3382,0.0,0.0,8014,16489
7138,cg19200592,792.0,3,32877042.0,TRIM71,0.0,0.0,0.0,3382,0.0,0.0,8014,7494
7139,cg13000260,792.0,3,32884536.0,TRIM71,0.0,0.0,0.0,3382,0.0,0.0,8014,13826
7140,cg06379532,792.0,3,32898362.0,TRIM71,0.0,0.0,0.0,3382,0.0,0.0,8014,35275
7141,cg17980786,792.0,3,32933637.0,TRIM71,0.0,0.0,0.0,3382,0.0,0.0,8014,149874
7142,cg12550486,793.0,3,33083511.0,GLB1,0.0,0.0,0.0,3382,0.0,0.0,8014,2889
7143,cg13192464,793.0,3,33086400.0,GLB1,0.0,0.0,0.0,3382,0.0,0.0,8014,3101
7144,cg21929481,793.0,3,33089501.0,GLB1,0.0,0.0,0.0,3382,0.0,0.0,8014,447
7145,cg13215049,793.0,3,33089948.0,GLB1,0.0,0.0,0.0,3382,0.0,0.0,8014,6307
7146,cg11236746,793.0,3,33096255.0,GLB1,0.0,0.0,0.0,3382,0.0,0.0,8014,6003
7147,cg16263644,793.0,3,33102258.0,GLB1,0.0,0.0,0.0,3382,0.0,0.0,8014,1270
7148,cg07802484,793.0,3,33103528.0,GLB1,0.0,0.0,0.0,3382,0.0,0.0,8014,36632
7149,cg05120113,793.0,3,33140160.0,GLB1,0.0,0.0,0.0,3382,0.0,0.0,8014,547200
7151,cg21424270,794.0,3,33700962.0,CLASP2,0.0,0.0,0.0,3382,0.0,0.0,8014,139
7152,cg12007634,794.0,3,33701101.0,CLASP2,0.0,0.0,0.0,3382,0.0,0.0,8014,122
7153,cg16136926,794.0,3,33701223.0,CLASP2,0.0,0.0,0.0,3382,0.0,0.0,8014,4745
7154,cg10724969,794.0,3,33705968.0,CLASP2,0.0,0.0,0.0,3382,0.0,0.0,8014,51925
